"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A→B","Bytes A→B","Packets A←B","Bytes A←B","Rel Start","Duration","bps A→B","bps A←B"
"1.1.2.3","41255","5.6.7.8","http","3","222","3","222","0","0","41.032464000","8.9984","197.37","N/A"
"1.1.2.3","41256","5.6.7.8","http","3","222","3","222","0","0","41.380604000","8.9997","197.34","N/A"
"1.1.2.3","41257","5.6.7.8","http","3","222","3","222","0","0","41.440156000","8.9987","197.36","N/A"
"1.1.2.3","41258","5.6.7.8","http","3","222","3","222","0","0","41.446611000","8.9977","197.38","N/A"
"1.1.2.3","41259","5.6.7.8","http","3","222","3","222","0","0","41.593561000","8.9988","197.36","N/A"
"1.1.2.3","41260","5.6.7.8","http","3","222","3","222","0","0","41.801575000","8.9988","197.36","N/A"
"1.1.2.3","41261","5.6.7.8","http","3","222","3","222","0","0","42.257455000","8.9989","197.36","N/A"
"1.1.2.3","41262","5.6.7.8","http","3","222","3","222","0","0","42.410041000","8.9968","197.40","N/A"
"1.1.2.3","41263","5.6.7.8","http","3","222","3","222","0","0","42.631280000","8.9956","197.43","N/A"
"1.1.2.3","41264","5.6.7.8","http","3","222","3","222","0","0","42.808750000","8.9981","197.38","N/A"
"1.1.2.3","41265","5.6.7.8","http","3","222","3","222","0","0","43.247969000","9.0003","197.33","N/A"
"1.1.2.3","41266","5.6.7.8","http","3","222","3","222","0","0","43.369885000","8.9985","197.37","N/A"
"1.1.2.3","41267","5.6.7.8","http","3","222","3","222","0","0","43.553567000","8.9973","197.39","N/A"
"1.1.2.3","41268","5.6.7.8","http","3","222","3","222","0","0","43.725659000","8.9972","197.40","N/A"
"1.1.2.3","41269","5.6.7.8","http","3","222","3","222","0","0","43.857569000","8.9973","197.39","N/A"
"1.1.2.3","41270","5.6.7.8","http","3","222","3","222","0","0","43.963856000","9.0005","197.32","N/A"
"1.1.2.3","41271","5.6.7.8","http","3","222","3","222","0","0","44.088153000","9.0002","197.33","N/A"
"1.1.2.3","41272","5.6.7.8","http","3","222","3","222","0","0","44.550631000","8.9962","197.42","N/A"
"1.1.2.3","41273","5.6.7.8","http","3","222","3","222","0","0","44.810809000","8.9975","197.39","N/A"
"1.1.2.3","41274","5.6.7.8","http","3","222","3","222","0","0","44.892463000","8.9999","197.34","N/A"
"1.1.2.3","41275","5.6.7.8","http","3","222","3","222","0","0","45.266010000","8.9983","197.37","N/A"
"1.1.2.3","41276","5.6.7.8","http","3","222","3","222","0","0","45.456250000","9.0001","197.33","N/A"
"1.1.2.3","41277","5.6.7.8","http","3","222","3","222","0","0","45.783528000","8.9953","197.44","N/A"
"1.1.2.3","41278","5.6.7.8","http","3","222","3","222","0","0","45.916442000","8.9984","197.37","N/A"
"1.1.2.3","41279","5.6.7.8","http","3","222","3","222","0","0","46.824567000","8.9998","197.34","N/A"
"1.1.2.3","41280","5.6.7.8","http","3","222","3","222","0","0","47.271710000","8.9966","197.41","N/A"
"1.1.2.3","41281","5.6.7.8","http","3","222","3","222","0","0","47.368729000","8.9996","197.34","N/A"
"1.1.2.3","41282","5.6.7.8","http","3","222","3","222","0","0","47.508948000","8.9979","197.38","N/A"
"1.1.2.3","41283","5.6.7.8","http","3","222","3","222","0","0","47.517848000","8.9970","197.40","N/A"
"1.1.2.3","41284","5.6.7.8","http","3","222","3","222","0","0","47.584152000","9.0002","197.33","N/A"
"1.1.2.3","41285","5.6.7.8","http","3","222","3","222","0","0","48.106811000","8.9975","197.39","N/A"
"1.1.2.3","41286","5.6.7.8","http","3","222","3","222","0","0","48.132564000","8.9983","197.37","N/A"
"1.1.2.3","41287","5.6.7.8","http","3","222","3","222","0","0","48.373504000","8.9973","197.39","N/A"
"1.1.2.3","41288","5.6.7.8","http","3","222","3","222","0","0","48.442985000","8.9974","197.39","N/A"
"1.1.2.3","41289","5.6.7.8","http","3","222","3","222","0","0","48.473757000","8.9971","197.40","N/A"
"1.1.2.3","41290","5.6.7.8","http","3","222","3","222","0","0","48.598113000","8.9967","197.40","N/A"
"1.1.2.3","41291","5.6.7.8","http","3","222","3","222","0","0","48.907979000","8.9989","197.36","N/A"
"1.1.2.3","41292","5.6.7.8","http","3","222","3","222","0","0","49.503976000","9.0004","197.33","N/A"
"1.1.2.3","41293","5.6.7.8","http","3","222","3","222","0","0","49.575540000","8.9968","197.40","N/A"
"1.1.2.3","41294","5.6.7.8","http","3","222","3","222","0","0","49.906680000","8.9977","197.38","N/A"
"1.1.2.3","41295","5.6.7.8","http","3","222","3","222","0","0","50.200623000","8.9982","197.37","N/A"
"1.1.2.3","41296","5.6.7.8","http","3","222","3","222","0","0","50.321686000","8.9987","197.36","N/A"
"1.1.2.3","41297","5.6.7.8","http","3","222","3","222","0","0","50.354225000","8.9981","197.37","N/A"
"1.1.2.3","41298","5.6.7.8","http","3","222","3","222","0","0","50.567558000","9.0008","197.32","N/A"
"1.1.2.3","41299","5.6.7.8","http","3","222","3","222","0","0","50.586473000","8.9979","197.38","N/A"
"1.1.2.3","41300","5.6.7.8","http","3","222","3","222","0","0","50.746349000","8.9980","197.38","N/A"
"1.1.2.3","41301","5.6.7.8","http","3","222","3","222","0","0","50.781840000","8.9985","197.37","N/A"
"1.1.2.3","41302","5.6.7.8","http","3","222","3","222","0","0","50.861775000","8.9986","197.36","N/A"
"1.1.2.3","41303","5.6.7.8","http","3","222","3","222","0","0","51.022160000","8.9967","197.41","N/A"
"1.1.2.3","41304","5.6.7.8","http","3","222","3","222","0","0","51.710431000","8.9964","197.41","N/A"
"1.1.2.3","41305","5.6.7.8","http","3","222","3","222","0","0","51.875331000","8.9955","197.43","N/A"
"1.1.2.3","41306","5.6.7.8","http","3","222","3","222","0","0","52.081595000","8.9973","197.39","N/A"
"1.1.2.3","41307","5.6.7.8","http","3","222","3","222","0","0","52.186878000","8.9960","197.42","N/A"
"1.1.2.3","41308","5.6.7.8","http","3","222","3","222","0","0","52.252847000","8.9990","197.35","N/A"
"1.1.2.3","41309","5.6.7.8","http","16","5724","9","718","7","5006","52.284237000","0.0039","1460834.18","10185147.51"
"1.1.2.3","41310","5.6.7.8","http","3","222","3","222","0","0","52.652163000","8.9947","197.45","N/A"
"1.1.2.3","41311","5.6.7.8","http","3","222","3","222","0","0","52.778168000","8.9967","197.41","N/A"
"1.1.2.3","41312","5.6.7.8","http","3","222","3","222","0","0","53.357323000","8.9990","197.35","N/A"
"1.1.2.3","41313","5.6.7.8","http","3","222","3","222","0","0","53.581066000","8.9978","197.38","N/A"
"1.1.2.3","41314","5.6.7.8","http","3","222","3","222","0","0","53.696508000","8.9998","197.34","N/A"
"1.1.2.3","41315","5.6.7.8","http","3","222","3","222","0","0","53.707004000","8.9973","197.39","N/A"
"1.1.2.3","41316","5.6.7.8","http","3","222","3","222","0","0","53.745183000","8.9977","197.38","N/A"
"1.1.2.3","41317","5.6.7.8","http","3","222","3","222","0","0","53.788777000","8.9981","197.38","N/A"
"1.1.2.3","41318","5.6.7.8","http","3","222","3","222","0","0","53.862628000","8.9977","197.38","N/A"
"1.1.2.3","41319","5.6.7.8","http","3","222","3","222","0","0","53.945587000","8.9973","197.39","N/A"
"1.1.2.3","41320","5.6.7.8","http","3","222","3","222","0","0","54.201614000","8.9987","197.36","N/A"
"1.1.2.3","41321","5.6.7.8","http","3","222","3","222","0","0","54.365470000","8.9974","197.39","N/A"
"1.1.2.3","41322","5.6.7.8","http","3","222","3","222","0","0","54.510815000","8.9960","197.42","N/A"
"1.1.2.3","41323","5.6.7.8","http","3","222","3","222","0","0","54.527891000","8.9990","197.36","N/A"
"1.1.2.3","41324","5.6.7.8","http","3","222","3","222","0","0","54.621558000","8.9973","197.39","N/A"
"1.1.2.3","41325","5.6.7.8","http","3","222","3","222","0","0","55.140130000","8.9962","197.42","N/A"
"1.1.2.3","41326","5.6.7.8","http","3","222","3","222","0","0","55.591023000","8.9973","197.39","N/A"
"1.1.2.3","41327","5.6.7.8","http","3","222","3","222","0","0","55.741220000","8.9991","197.35","N/A"
"1.1.2.3","41328","5.6.7.8","http","3","222","3","222","0","0","55.850265000","8.9966","197.41","N/A"
"1.1.2.3","41329","5.6.7.8","http","3","222","3","222","0","0","55.869982000","8.9984","197.37","N/A"
"1.1.2.3","41330","5.6.7.8","http","3","222","3","222","0","0","56.058877000","8.9960","197.42","N/A"
"1.1.2.3","41331","5.6.7.8","http","3","222","3","222","0","0","56.349729000","8.9971","197.40","N/A"
"1.1.2.3","41332","5.6.7.8","http","3","222","3","222","0","0","57.058195000","8.9967","197.41","N/A"
"1.1.2.3","41333","5.6.7.8","http","3","222","3","222","0","0","57.086626000","8.9962","197.42","N/A"
"1.1.2.3","41334","5.6.7.8","http","3","222","3","222","0","0","57.208215000","8.9946","197.45","N/A"
"1.1.2.3","41335","5.6.7.8","http","3","222","3","222","0","0","57.436513000","8.9998","197.34","N/A"
"1.1.2.3","41336","5.6.7.8","http","3","222","3","222","0","0","57.936259000","9.0001","197.33","N/A"
"1.1.2.3","41337","5.6.7.8","http","3","222","3","222","0","0","57.969435000","8.9989","197.36","N/A"
"1.1.2.3","41338","5.6.7.8","http","3","222","3","222","0","0","58.071918000","8.9989","197.36","N/A"
"1.1.2.3","41339","5.6.7.8","http","3","222","3","222","0","0","58.185219000","8.9991","197.35","N/A"
"1.1.2.3","41340","5.6.7.8","http","3","222","3","222","0","0","58.795515000","8.9968","197.40","N/A"
"1.1.2.3","41341","5.6.7.8","http","3","222","3","222","0","0","58.893138000","8.9992","197.35","N/A"
"1.1.2.3","41342","5.6.7.8","http","3","222","3","222","0","0","59.237259000","8.9991","197.35","N/A"
"1.1.2.3","41343","5.6.7.8","http","3","222","3","222","0","0","59.772769000","8.9981","197.38","N/A"
"1.1.2.3","41344","5.6.7.8","http","3","222","3","222","0","0","60.128686000","8.9997","197.34","N/A"
"1.1.2.3","41345","5.6.7.8","http","3","222","3","222","0","0","60.176628000","8.9997","197.34","N/A"
"1.1.2.3","41346","5.6.7.8","http","3","222","3","222","0","0","60.195833000","9.0005","197.32","N/A"
"1.1.2.3","41347","5.6.7.8","http","3","222","3","222","0","0","60.338931000","8.9959","197.42","N/A"
"1.1.2.3","41348","5.6.7.8","http","3","222","3","222","0","0","60.465920000","8.9984","197.37","N/A"
"1.1.2.3","41349","5.6.7.8","http","3","222","3","222","0","0","61.023165000","8.9957","197.43","N/A"
"1.1.2.3","41350","5.6.7.8","http","3","222","3","222","0","0","61.153535000","8.9973","197.39","N/A"
"1.1.2.3","41351","5.6.7.8","http","3","222","3","222","0","0","61.190616000","8.9962","197.42","N/A"
"1.1.2.3","41352","5.6.7.8","http","3","222","3","222","0","0","61.204848000","8.9980","197.38","N/A"
"1.1.2.3","41353","5.6.7.8","http","3","222","3","222","0","0","61.556754000","8.9996","197.34","N/A"
"1.1.2.3","41354","5.6.7.8","http","3","222","3","222","0","0","61.601819000","8.9985","197.37","N/A"
"1.1.2.3","41355","5.6.7.8","http","3","222","3","222","0","0","61.985503000","8.9988","197.36","N/A"
"1.1.2.3","41356","5.6.7.8","http","3","222","3","222","0","0","62.030395000","8.9964","197.41","N/A"
"1.1.2.3","41357","5.6.7.8","http","3","222","3","222","0","0","62.248279000","9.0001","197.33","N/A"
"1.1.2.3","41358","5.6.7.8","http","3","222","3","222","0","0","62.295805000","8.9990","197.35","N/A"
"1.1.2.3","41359","5.6.7.8","http","3","222","3","222","0","0","62.536740000","8.9981","197.37","N/A"
"1.1.2.3","41360","5.6.7.8","http","3","222","3","222","0","0","62.552716000","8.9981","197.37","N/A"
"1.1.2.3","41361","5.6.7.8","http","3","222","3","222","0","0","62.685300000","8.9975","197.39","N/A"
"1.1.2.3","41362","5.6.7.8","http","3","222","3","222","0","0","62.716927000","8.9979","197.38","N/A"
"1.1.2.3","41363","5.6.7.8","http","3","222","3","222","0","0","62.857735000","8.9986","197.36","N/A"
"1.1.2.3","41364","5.6.7.8","http","3","222","3","222","0","0","62.873727000","8.9986","197.36","N/A"
"1.1.2.3","41365","5.6.7.8","http","3","222","3","222","0","0","63.077317000","8.9990","197.35","N/A"
"1.1.2.3","41366","5.6.7.8","http","3","222","3","222","0","0","63.322344000","8.9980","197.38","N/A"
"1.1.2.3","41367","5.6.7.8","http","3","222","3","222","0","0","63.590376000","8.9965","197.41","N/A"
"1.1.2.3","41368","5.6.7.8","http","3","222","3","222","0","0","63.644054000","8.9948","197.45","N/A"
"1.1.2.3","41369","5.6.7.8","http","3","222","3","222","0","0","63.694863000","8.9960","197.42","N/A"
"1.1.2.3","41370","5.6.7.8","http","3","222","3","222","0","0","63.765593000","8.9987","197.36","N/A"
"1.1.2.3","41371","5.6.7.8","http","3","222","3","222","0","0","64.128870000","8.9995","197.34","N/A"
"1.1.2.3","41372","5.6.7.8","http","3","222","3","222","0","0","64.195170000","8.9972","197.40","N/A"
"1.1.2.3","41373","5.6.7.8","http","3","222","3","222","0","0","64.393260000","8.9976","197.39","N/A"
"1.1.2.3","41374","5.6.7.8","http","3","222","3","222","0","0","64.400185000","8.9962","197.42","N/A"
"1.1.2.3","41375","5.6.7.8","http","3","222","3","222","0","0","64.607071000","8.9958","197.43","N/A"
"1.1.2.3","41376","5.6.7.8","http","3","222","3","222","0","0","64.871645000","8.9967","197.41","N/A"
"1.1.2.3","41377","5.6.7.8","http","3","222","3","222","0","0","65.060842000","8.9980","197.38","N/A"
"1.1.2.3","41378","5.6.7.8","http","3","222","3","222","0","0","65.531128000","8.9957","197.43","N/A"
"1.1.2.3","41379","5.6.7.8","http","3","222","3","222","0","0","65.755999000","9.0003","197.33","N/A"
"1.1.2.3","41380","5.6.7.8","http","3","222","3","222","0","0","65.817787000","8.9986","197.36","N/A"
"1.1.2.3","41381","5.6.7.8","http","3","222","3","222","0","0","66.155170000","8.9972","197.40","N/A"
"1.1.2.3","41382","5.6.7.8","http","3","222","3","222","0","0","66.358135000","8.9967","197.41","N/A"
"1.1.2.3","41383","5.6.7.8","http","3","222","3","222","0","0","66.383328000","8.9970","197.40","N/A"
"1.1.2.3","41384","5.6.7.8","http","3","222","3","222","0","0","66.424720000","8.9996","197.34","N/A"
"1.1.2.3","41385","5.6.7.8","http","3","222","3","222","0","0","66.593867000","8.9985","197.37","N/A"
"1.1.2.3","41386","5.6.7.8","http","3","222","3","222","0","0","66.624151000","9.0002","197.33","N/A"
"1.1.2.3","41387","5.6.7.8","http","3","222","3","222","0","0","66.756459000","8.9999","197.34","N/A"
"1.1.2.3","41388","5.6.7.8","http","3","222","3","222","0","0","66.921776000","8.9986","197.36","N/A"
"1.1.2.3","41389","5.6.7.8","http","3","222","3","222","0","0","67.180767000","8.9996","197.34","N/A"
"1.1.2.3","41390","5.6.7.8","http","3","222","3","222","0","0","67.779372000","8.9970","197.40","N/A"
"1.1.2.3","41391","5.6.7.8","http","3","222","3","222","0","0","67.869144000","8.9992","197.35","N/A"
"1.1.2.3","41392","5.6.7.8","http","3","222","3","222","0","0","67.918344000","8.9980","197.38","N/A"
"1.1.2.3","41393","5.6.7.8","http","3","222","3","222","0","0","68.010062000","8.9968","197.40","N/A"
"1.1.2.3","41394","5.6.7.8","http","3","222","3","222","0","0","68.235201000","8.9956","197.43","N/A"
"1.1.2.3","41395","5.6.7.8","http","3","222","3","222","0","0","68.265827000","8.9985","197.37","N/A"
"1.1.2.3","41396","5.6.7.8","http","3","222","3","222","0","0","68.306551000","8.9963","197.41","N/A"
"1.1.2.3","41397","5.6.7.8","http","3","222","3","222","0","0","68.313398000","8.9974","197.39","N/A"
"1.1.2.3","41398","5.6.7.8","http","3","222","3","222","0","0","68.324575000","8.9983","197.37","N/A"
"1.1.2.3","41399","5.6.7.8","http","3","222","3","222","0","0","68.660936000","8.9994","197.35","N/A"
"1.1.2.3","41400","5.6.7.8","http","3","222","3","222","0","0","68.724688000","8.9982","197.37","N/A"
"1.1.2.3","41401","5.6.7.8","http","3","222","3","222","0","0","68.830372000","8.9965","197.41","N/A"
"1.1.2.3","41402","5.6.7.8","http","3","222","3","222","0","0","68.911410000","8.9954","197.43","N/A"
"1.1.2.3","41403","5.6.7.8","http","3","222","3","222","0","0","69.232105000","9.0002","197.33","N/A"
"1.1.2.3","41404","5.6.7.8","http","3","222","3","222","0","0","69.568954000","8.9979","197.38","N/A"
"1.1.2.3","41405","5.6.7.8","http","3","222","3","222","0","0","69.630673000","8.9962","197.42","N/A"
"1.1.2.3","41406","5.6.7.8","http","3","222","3","222","0","0","69.729748000","8.9971","197.40","N/A"
"1.1.2.3","41407","5.6.7.8","http","3","222","3","222","0","0","69.908384000","8.9985","197.37","N/A"
"1.1.2.3","41408","5.6.7.8","http","3","222","3","222","0","0","70.331804000","8.9950","197.44","N/A"
"1.1.2.3","41409","5.6.7.8","http","3","222","3","222","0","0","70.433949000","8.9969","197.40","N/A"
"1.1.2.3","41410","5.6.7.8","http","3","222","3","222","0","0","70.554855000","8.9975","197.39","N/A"
"1.1.2.3","41411","5.6.7.8","http","3","222","3","222","0","0","70.671312000","8.9955","197.43","N/A"
"1.1.2.3","41412","5.6.7.8","http","3","222","3","222","0","0","70.983123000","8.9957","197.43","N/A"
"1.1.2.3","41413","5.6.7.8","http","3","222","3","222","0","0","71.079272000","8.9971","197.40","N/A"
"1.1.2.3","41414","5.6.7.8","http","3","222","3","222","0","0","71.335024000","9.0003","197.33","N/A"
"1.1.2.3","41415","5.6.7.8","http","3","222","3","222","0","0","71.626120000","8.9967","197.41","N/A"
"1.1.2.3","41416","5.6.7.8","http","3","222","3","222","0","0","72.024184000","8.9947","197.45","N/A"
"1.1.2.3","41417","5.6.7.8","http","3","222","3","222","0","0","72.032759000","8.9981","197.38","N/A"
"1.1.2.3","41418","5.6.7.8","http","3","222","3","222","0","0","72.123198000","8.9971","197.40","N/A"
"1.1.2.3","41419","5.6.7.8","http","3","222","3","222","0","0","72.296634000","8.9997","197.34","N/A"
"1.1.2.3","41420","5.6.7.8","http","3","222","3","222","0","0","72.474529000","8.9978","197.38","N/A"
"1.1.2.3","41421","5.6.7.8","http","3","222","3","222","0","0","72.702069000","8.9968","197.40","N/A"
"1.1.2.3","41422","5.6.7.8","http","3","222","3","222","0","0","73.132731000","8.9981","197.37","N/A"
"1.1.2.3","41423","5.6.7.8","http","3","222","3","222","0","0","73.218382000","8.9980","197.38","N/A"
"1.1.2.3","41424","5.6.7.8","http","3","222","3","222","0","0","73.652706000","8.9997","197.34","N/A"
"1.1.2.3","41425","5.6.7.8","http","3","222","3","222","0","0","73.946312000","8.9965","197.41","N/A"
"1.1.2.3","41426","5.6.7.8","http","3","222","3","222","0","0","73.961514000","8.9973","197.39","N/A"
"1.1.2.3","41427","5.6.7.8","http","3","222","3","222","0","0","74.090348000","8.9980","197.38","N/A"
"1.1.2.3","41428","5.6.7.8","http","3","222","3","222","0","0","74.140218000","8.9986","197.36","N/A"
"1.1.2.3","41429","5.6.7.8","http","3","222","3","222","0","0","74.403421000","8.9954","197.43","N/A"
"1.1.2.3","41430","5.6.7.8","http","3","222","3","222","0","0","74.594476000","8.9979","197.38","N/A"
"1.1.2.3","41431","5.6.7.8","http","3","222","3","222","0","0","74.875129000","8.9972","197.39","N/A"
"1.1.2.3","41432","5.6.7.8","http","3","222","3","222","0","0","75.087633000","9.0007","197.32","N/A"
"1.1.2.3","41433","5.6.7.8","http","3","222","3","222","0","0","75.118920000","8.9974","197.39","N/A"
"1.1.2.3","41434","5.6.7.8","http","3","222","3","222","0","0","75.177491000","8.9989","197.36","N/A"
"1.1.2.3","41435","5.6.7.8","http","3","222","3","222","0","0","75.739030000","8.9973","197.39","N/A"
"1.1.2.3","41436","5.6.7.8","http","3","222","3","222","0","0","75.756893000","8.9994","197.35","N/A"
"1.1.2.3","41437","5.6.7.8","http","3","222","3","222","0","0","75.920088000","8.9988","197.36","N/A"
"1.1.2.3","41438","5.6.7.8","http","3","222","3","222","0","0","76.117728000","8.9971","197.40","N/A"
"1.1.2.3","41439","5.6.7.8","http","3","222","3","222","0","0","76.362402000","8.9965","197.41","N/A"
"1.1.2.3","41440","5.6.7.8","http","3","222","3","222","0","0","76.835961000","8.9949","197.45","N/A"
"1.1.2.3","41441","5.6.7.8","http","3","222","3","222","0","0","76.903683000","8.9967","197.41","N/A"
"1.1.2.3","41442","5.6.7.8","http","3","222","3","222","0","0","77.079034000","8.9973","197.39","N/A"
"1.1.2.3","41443","5.6.7.8","http","3","222","3","222","0","0","77.185647000","8.9972","197.39","N/A"
"1.1.2.3","41444","5.6.7.8","http","3","222","3","222","0","0","77.573225000","8.9991","197.35","N/A"
"1.1.2.3","41445","5.6.7.8","http","3","222","3","222","0","0","77.611897000","9.0004","197.32","N/A"
"1.1.2.3","41446","5.6.7.8","http","3","222","3","222","0","0","77.658635000","8.9962","197.42","N/A"
"1.1.2.3","41447","5.6.7.8","http","3","222","3","222","0","0","77.730602000","8.9962","197.42","N/A"
"1.1.2.3","41448","5.6.7.8","http","3","222","3","222","0","0","77.937674000","8.9972","197.40","N/A"
"1.1.2.3","41449","5.6.7.8","http","3","222","3","222","0","0","78.174677000","8.9977","197.38","N/A"
"1.1.2.3","41450","5.6.7.8","http","3","222","3","222","0","0","78.254396000","8.9980","197.38","N/A"
"1.1.2.3","41451","5.6.7.8","http","3","222","3","222","0","0","78.536997000","8.9978","197.38","N/A"
"1.1.2.3","41452","5.6.7.8","http","3","222","3","222","0","0","79.230975000","8.9974","197.39","N/A"
"1.1.2.3","41453","5.6.7.8","http","3","222","3","222","0","0","79.261678000","8.9987","197.36","N/A"
"1.1.2.3","41454","5.6.7.8","http","3","222","3","222","0","0","79.446058000","8.9968","197.40","N/A"
"1.1.2.3","41455","5.6.7.8","http","3","222","3","222","0","0","79.534596000","8.9962","197.42","N/A"
"1.1.2.3","41456","5.6.7.8","http","3","222","3","222","0","0","79.922513000","8.9978","197.38","N/A"
"1.1.2.3","41457","5.6.7.8","http","3","222","3","222","0","0","79.948135000","8.9962","197.42","N/A"
"1.1.2.3","41458","5.6.7.8","http","3","222","3","222","0","0","80.050752000","8.9976","197.39","N/A"
"1.1.2.3","41459","5.6.7.8","http","3","222","3","222","0","0","80.111121000","8.9972","197.39","N/A"
"1.1.2.3","41460","5.6.7.8","http","3","222","3","222","0","0","80.255626000","8.9967","197.40","N/A"
"1.1.2.3","41461","5.6.7.8","http","3","222","3","222","0","0","80.275172000","8.9972","197.40","N/A"
"1.1.2.3","41462","5.6.7.8","http","3","222","3","222","0","0","80.371653000","8.9967","197.41","N/A"
"1.1.2.3","41463","5.6.7.8","http","3","222","3","222","0","0","80.437841000","8.9985","197.37","N/A"
"1.1.2.3","41464","5.6.7.8","http","3","222","3","222","0","0","80.574194000","8.9967","197.41","N/A"
"1.1.2.3","41465","5.6.7.8","http","3","222","3","222","0","0","81.093177000","8.9992","197.35","N/A"
"1.1.2.3","41466","5.6.7.8","http","3","222","3","222","0","0","81.298349000","8.9980","197.38","N/A"
"1.1.2.3","41467","5.6.7.8","http","3","222","3","222","0","0","81.545689000","8.9972","197.40","N/A"
"1.1.2.3","41468","5.6.7.8","http","3","222","3","222","0","0","81.859163000","8.9957","197.43","N/A"
"1.1.2.3","41469","5.6.7.8","http","3","222","3","222","0","0","81.886718000","8.9961","197.42","N/A"
"1.1.2.3","41470","5.6.7.8","http","3","222","3","222","0","0","82.102809000","8.9960","197.42","N/A"
"1.1.2.3","41471","5.6.7.8","http","3","222","3","222","0","0","82.509480000","8.9989","197.36","N/A"
"1.1.2.3","41472","5.6.7.8","http","3","222","3","222","0","0","82.654699000","8.9961","197.42","N/A"
"1.1.2.3","41473","5.6.7.8","http","3","222","3","222","0","0","83.036518000","8.9998","197.34","N/A"
"1.1.2.3","41474","5.6.7.8","http","3","222","3","222","0","0","83.106873000","8.9975","197.39","N/A"
"1.1.2.3","41475","5.6.7.8","http","3","222","3","222","0","0","83.165370000","8.9990","197.36","N/A"
"1.1.2.3","41476","5.6.7.8","http","3","222","3","222","0","0","83.300965000","8.9994","197.35","N/A"
"1.1.2.3","41477","5.6.7.8","http","3","222","3","222","0","0","84.229724000","8.9971","197.40","N/A"
"1.1.2.3","41478","5.6.7.8","http","3","222","3","222","0","0","84.357685000","8.9987","197.36","N/A"
"1.1.2.3","41479","5.6.7.8","http","3","222","3","222","0","0","84.372533000","8.9998","197.34","N/A"
"1.1.2.3","41480","5.6.7.8","http","3","222","3","222","0","0","84.612049000","8.9948","197.45","N/A"
"1.1.2.3","41481","5.6.7.8","http","3","222","3","222","0","0","84.678848000","8.9960","197.42","N/A"
"1.1.2.3","41482","5.6.7.8","http","3","222","3","222","0","0","85.177140000","8.9992","197.35","N/A"
"1.1.2.3","41483","5.6.7.8","http","3","222","3","222","0","0","85.385783000","8.9971","197.40","N/A"
"1.1.2.3","41484","5.6.7.8","http","3","222","3","222","0","0","85.499613000","8.9967","197.40","N/A"
"1.1.2.3","41485","5.6.7.8","http","3","222","3","222","0","0","85.651809000","8.9950","197.44","N/A"
"1.1.2.3","41486","5.6.7.8","http","3","222","3","222","0","0","85.881370000","8.9975","197.39","N/A"
"1.1.2.3","41487","5.6.7.8","http","3","222","3","222","0","0","85.888712000","8.9981","197.37","N/A"
"1.1.2.3","41488","5.6.7.8","http","3","222","3","222","0","0","85.926388000","8.9965","197.41","N/A"
"1.1.2.3","41489","5.6.7.8","http","3","222","3","222","0","0","86.238033000","8.9983","197.37","N/A"
"1.1.2.3","41490","5.6.7.8","http","3","222","3","222","0","0","87.239969000","8.9964","197.41","N/A"
"1.1.2.3","41491","5.6.7.8","http","3","222","3","222","0","0","87.245735000","9.0011","197.31","N/A"
"1.1.2.3","41492","5.6.7.8","http","3","222","3","222","0","0","87.713278000","8.9976","197.39","N/A"
"1.1.2.3","41493","5.6.7.8","http","3","222","3","222","0","0","87.743228000","8.9971","197.40","N/A"
"1.1.2.3","41494","5.6.7.8","http","3","222","3","222","0","0","87.831005000","8.9973","197.39","N/A"
"1.1.2.3","41495","5.6.7.8","http","3","222","3","222","0","0","87.884644000","8.9982","197.37","N/A"
"1.1.2.3","41496","5.6.7.8","http","3","222","3","222","0","0","87.926037000","8.9983","197.37","N/A"
"1.1.2.3","41497","5.6.7.8","http","3","222","3","222","0","0","88.887765000","8.9951","197.44","N/A"
"1.1.2.3","41498","5.6.7.8","http","3","222","3","222","0","0","89.312873000","8.9995","197.34","N/A"
"1.1.2.3","41499","5.6.7.8","http","3","222","3","222","0","0","89.338314000","8.9965","197.41","N/A"
"1.1.2.3","41500","5.6.7.8","http","3","222","3","222","0","0","89.437965000","8.9969","197.40","N/A"
"1.1.2.3","41501","5.6.7.8","http","3","222","3","222","0","0","89.597033000","8.9993","197.35","N/A"
"1.1.2.3","41502","5.6.7.8","http","3","222","3","222","0","0","89.849156000","8.9977","197.38","N/A"
"1.1.2.3","41503","5.6.7.8","http","3","222","3","222","0","0","89.882434000","8.9979","197.38","N/A"
"1.1.2.3","41504","5.6.7.8","http","3","222","3","222","0","0","89.911993000","8.9989","197.36","N/A"
"1.1.2.3","41505","5.6.7.8","http","3","222","3","222","0","0","90.089218000","8.9991","197.35","N/A"
"1.1.2.3","41506","5.6.7.8","http","3","222","3","222","0","0","90.314806000","8.9975","197.39","N/A"
"1.1.2.3","41507","5.6.7.8","http","3","222","3","222","0","0","90.714035000","8.9968","197.40","N/A"
"1.1.2.3","41508","5.6.7.8","http","3","222","3","222","0","0","91.148184000","8.9987","197.36","N/A"
"1.1.2.3","41509","5.6.7.8","http","3","222","3","222","0","0","91.200673000","8.9982","197.37","N/A"
"1.1.2.3","41510","5.6.7.8","http","3","222","3","222","0","0","91.477522000","8.9988","197.36","N/A"
"1.1.2.3","41511","5.6.7.8","http","3","222","3","222","0","0","91.550498000","8.9979","197.38","N/A"
